0	684.958
10	635.542
20	719.25
30	700.083
40	685.625
50	651.542
60	728.458
70	671.792
80	647.083
90	544.375
100	443.125
110	421.292
120	375.875
130	375.5
140	350.125
150	297.5
160	243.625
170	195.292
180	215.458
190	188.75
200	163.25
210	214.458
220	204.167
230	146.208
240	154.083
250	113.375
260	67.3333
270	146
280	174.167
290	220.042
300	131.5
310	87.125
320	96.625
330	85.8333
340	121.125
350	117.708
360	108.417
370	43.2083
380	95.2083
390	112.75
400	102.208
410	108.375
420	119.292
430	103.292
440	89.8333
450	124.542
460	109.25
470	89.2083
480	36.25
490	57.375
500	76.8333
