0	8924.21
10	8667.48
20	8728.61
30	8557.46
40	9327.63
50	9095.35
60	537.897
70	660.147
80	867.971
90	611.247
100	745.721
110	1014.67
120	929.095
130	1014.67
140	819.071
150	770.171
160	1051.34
170	1185.82
180	1002.44
190	1136.92
200	1002.44
210	1259.17
220	1418.09
230	1332.52
240	1797.07
250	1515.89
260	1173.59
270	1907.09
280	1405.87
290	1931.54
300	1674.82
310	1943.77
320	1797.07
330	1894.87
340	2139.36
350	2249.39
360	1283.62
370	1577.02
380	1638.14
390	2237.16
400	1442.54
410	1772.62
420	2298.29
430	1919.32
440	1858.19
450	1405.87
460	2383.86
470	1674.82
480	1674.82
490	1760.39
500	1466.99
