0	704
10	735.542
20	722
30	730.583
40	766.625
50	703.542
60	695.583
70	659.167
80	643.333
90	536.542
100	519.708
110	435.75
120	338.375
130	340.208
140	347.375
150	344.333
160	301
170	275.583
180	243.458
190	210
200	215.25
210	185.083
220	214.417
230	170.875
240	89.1667
250	91.75
260	114.917
270	144.042
280	65.0417
290	75.0417
300	139.083
310	113.042
320	81.375
330	81.5
340	53.2917
350	67.9167
360	88.75
370	76.5833
380	77.4167
390	69.3333
400	5.04167
410	87.375
420	87.0417
430	48.7083
440	4.45833
450	58.2083
460	103.958
470	66
480	66.25
490	63
500	70.25
