0	310.958
10	358.167
20	363.375
30	332.542
40	371.542
50	412.542
60	427.5
70	389.625
80	365.875
90	445.917
100	503.542
110	522.75
120	590.75
130	642.375
140	666.208
150	711.625
160	751.708
170	770.708
180	786.167
190	795.5
200	785.667
210	830.792
220	857.833
230	867.417
240	895.208
250	910.792
260	909.833
270	913.667
280	924
290	924.875
300	918.958
310	920
320	910.167
330	916.292
340	932.833
350	942.458
360	955.75
370	932.667
380	931.583
390	952.583
400	958.542
410	953.667
420	947.042
430	949.875
440	931.292
450	943.667
460	951.958
470	948.125
480	960.375
490	968.75
500	968.167
