0	5268.95
10	4107.58
20	3948.66
30	4889.98
40	3826.41
50	4058.68
60	14572.1
70	15476.8
80	14168.7
90	15868
100	14498.8
110	15415.6
120	17383.9
130	14291
140	15427.9
150	16124.7
160	15501.2
170	12982.9
180	15525.7
190	12689.5
200	14291
210	13105.1
220	13557.5
230	14132
240	12127.1
250	13227.4
260	12481.7
270	13789.7
280	14168.7
290	13484.1
300	13080.7
310	12775.1
320	12616.1
330	13361.9
340	13227.4
350	13630.8
360	13985.3
370	14877.8
380	12102.7
390	12322.7
400	12224.9
410	12518.3
420	13459.7
430	14083.1
440	14486.6
450	12249.4
460	11797.1
470	12310.5
480	12946.2
490	13068.5
500	14034.2
