0	331.667
10	406.667
20	370.875
30	375.875
40	372.583
50	358.458
60	371.292
70	333.5
80	373.583
90	424.292
100	468.958
110	520.208
120	584.167
130	621.042
140	655.958
150	694.75
160	745.083
170	751.583
180	783.125
190	818.792
200	856.583
210	842.25
220	867.958
230	883.25
240	878.708
250	886.25
260	896
270	911.167
280	912.375
290	911.917
300	897.583
310	935.708
320	935.125
330	955.958
340	946.25
350	947.833
360	926.917
370	929.25
380	932.917
390	932.25
400	950.375
410	967.083
420	967.375
430	988.125
440	963.083
450	946.417
460	961.25
470	971.25
480	965.667
490	932.292
500	944.083
