X (ms);C0:_to.Axis_2.positioningState.actualPosition
0,000000;1394,793000
3,000000;1394,793000
6,000000;1394,793000
9,000000;1394,793000
12,000000;1394,793000
15,000000;1394,793000
18,000000;1394,793000
21,000000;1394,793000
24,000000;1394,793000
27,000000;1394,793000
30,000000;1394,793000
33,000000;1394,793000
36,000000;1394,793000
39,000000;1394,793000
42,000000;1394,793000
45,000000;1394,793000
48,000000;1394,793000
51,000000;1394,793000
54,000000;1394,793000
57,000000;1394,793000
60,000000;1394,793000
63,000000;1394,793000
66,000000;1394,793000
69,000000;1394,793000
72,000000;1394,793000
75,000000;1394,793000
78,000000;1394,793000
81,000000;1394,793000
84,000000;1394,793000
87,000000;1394,793000
90,000000;1394,793000
93,000000;1394,793000
96,000000;1394,793000
99,000000;1394,793000
102,000000;1394,793000
105,000000;1394,793000
108,000000;1394,793000
111,000000;1394,793000
114,000000;1394,793000
117,000000;1394,793000
120,000000;1394,793000
123,000000;1394,793000
126,000000;1394,793000
129,000000;1394,793000
132,000000;1394,793000
135,000000;1394,793000
138,000000;1394,793000
141,000000;1394,793000
144,000000;1394,793000
147,000000;1394,793000
150,000000;1394,793000
153,000000;1394,793000
156,000000;1394,793000
159,000000;1394,793000
162,000000;1394,793000
165,000000;1394,793000
168,000000;1394,793000
171,000000;1394,793000
174,000000;1394,793000
177,000000;1394,793000
180,000000;1394,793000
183,000000;1394,793000
186,000000;1394,793000
189,000000;1394,793000
192,000000;1394,793000
195,000000;1394,793000
198,000000;1394,793000
201,000000;1394,793000
204,000000;1394,793000
207,000000;1394,793000
210,000000;1394,793000
213,000000;1394,793000
216,000000;1394,793000
219,000000;1394,793000
222,000000;1394,793000
225,000000;1394,793000
228,000000;1394,793000
231,000000;1394,793000
234,000000;1394,793000
237,000000;1394,793000
240,000000;1394,793000
243,000000;1394,793000
246,000000;1394,793000
249,000000;1394,793000
252,000000;1394,793000
255,000000;1394,793000
258,000000;1394,793000
261,000000;1394,793000
264,000000;1394,793000
267,000000;1394,793000
270,000000;1394,793000
273,000000;1394,793000
276,000000;1394,793000
279,000000;1394,793000
282,000000;1394,793000
285,000000;1394,793000
288,000000;1394,793000
291,000000;1394,793000
294,000000;1394,793000
297,000000;1394,793000
300,000000;1394,793000
303,000000;1394,793000
306,000000;1394,793000
309,000000;1394,793000
312,000000;1394,793000
315,000000;1394,793000
318,000000;1394,793000
321,000000;1394,793000
324,000000;1394,793000
327,000000;1394,793000
330,000000;1394,793000
333,000000;1394,793000
336,000000;1394,793000
339,000000;1394,793000
342,000000;1394,793000
345,000000;1394,793000
348,000000;1394,793000
351,000000;1394,793000
354,000000;1394,793000
357,000000;1394,793000
360,000000;1394,793000
363,000000;1394,793000
366,000000;1394,793000
369,000000;1394,793000
372,000000;1394,793000
375,000000;1394,793000
378,000000;1394,793000
381,000000;1394,793000
384,000000;1394,793000
387,000000;1394,793000
390,000000;1394,793000
393,000000;1394,793000
396,000000;1394,793000
399,000000;1394,793000
402,000000;1394,793000
405,000000;1394,793000
408,000000;1394,793000
411,000000;1394,793000
414,000000;1394,793000
417,000000;1394,793000
420,000000;1394,793000
423,000000;1394,793000
426,000000;1394,793000
429,000000;1394,793000
432,000000;1394,793000
435,000000;1394,793000
438,000000;1394,793000
441,000000;1394,793000
444,000000;1394,793000
447,000000;1394,793000
450,000000;1394,793000
453,000000;1394,793000
456,000000;1394,793000
