0	13337.4
10	14046.5
20	13960.9
30	11797.1
40	12029.3
50	12591.7
60	1332.52
70	1393.64
80	1625.92
90	1833.74
100	2396.09
110	3166.26
120	3019.56
130	3496.33
140	3630.81
150	3484.11
160	3044.01
170	3960.88
180	4034.23
190	3924.21
200	3838.63
210	3533.01
220	5207.82
230	3264.06
240	3496.33
250	4132.03
260	3948.66
270	3765.28
280	4486.55
290	4889.98
300	3814.18
310	3349.63
320	3777.51
330	4877.75
340	4449.88
350	3814.18
360	4083.13
370	4180.93
380	3643.03
390	4584.35
400	4449.88
410	4926.65
420	4083.13
430	4462.1
440	3997.55
450	4572.13
460	4022
470	5036.67
480	4119.8
490	4743.28
500	4009.78
