X (ms);C0:_to.Axis_2.positioningState.actualPosition;C1:_device.qq
0,000000;2,678000;0,000000
3,000000;2,678000;0,000000
6,000000;2,678000;0,000000
9,000000;2,678000;0,000000
12,000000;2,678000;0,000000
15,000000;2,678000;0,000000
18,000000;2,678000;0,000000
21,000000;2,678000;0,000000
24,000000;2,678000;0,000000
27,000000;2,678000;0,000000
30,000000;2,678000;0,000000
33,000000;2,678000;0,000000
36,000000;2,678000;0,000000
39,000000;2,678000;0,000000
42,000000;2,678000;0,000000
45,000000;2,678000;0,000000
48,000000;2,678000;0,000000
51,000000;2,678000;0,000000
54,000000;2,678000;0,000000
57,000000;2,678000;0,000000
60,000000;2,678000;0,000000
63,000000;2,678000;0,000000
66,000000;2,678000;0,000000
69,000000;2,678000;0,000000
72,000000;2,678000;0,000000
75,000000;2,678000;0,000000
78,000000;2,678000;0,000000
81,000000;2,678000;0,000000
84,000000;2,678000;0,000000
87,000000;2,678000;0,000000
90,000000;2,678000;0,000000
93,000000;2,678000;0,000000
96,000000;2,678000;0,000000
99,000000;2,678000;0,000000
102,000000;2,678000;0,000000
105,000000;2,678000;0,000000
108,000000;2,678000;0,000000
111,000000;2,678000;0,000000
114,000000;2,678000;0,000000
117,000000;2,678000;0,000000
120,000000;2,678000;0,000000
123,000000;2,678000;0,000000
126,000000;2,678000;0,000000
129,000000;2,678000;0,000000
132,000000;2,678000;0,000000
135,000000;2,678000;0,000000
138,000000;2,678000;0,000000
141,000000;2,678000;0,000000
144,000000;2,678000;0,000000
147,000000;2,678000;0,000000
150,000000;2,678000;0,000000
153,000000;2,678000;0,000000
156,000000;2,678000;0,000000
159,000000;2,678000;0,000000
162,000000;2,678000;0,000000
165,000000;2,678000;0,000000
168,000000;2,678000;0,000000
171,000000;2,678000;0,000000
174,000000;2,678000;0,000000
177,000000;2,678000;0,000000
180,000000;2,678000;0,000000
183,000000;2,678000;0,000000
186,000000;2,678000;0,000000
189,000000;2,678000;0,000000
192,000000;2,678000;0,000000
195,000000;2,678000;0,000000
198,000000;2,678000;0,000000
201,000000;2,678000;0,000000
204,000000;2,678000;0,000000
207,000000;2,678000;0,000000
210,000000;2,678000;0,000000
213,000000;2,678000;0,000000
216,000000;2,678000;0,000000
219,000000;2,678000;0,000000
222,000000;2,678000;0,000000
225,000000;2,678000;0,000000
228,000000;2,678000;0,000000
231,000000;2,678000;0,000000
234,000000;2,678000;0,000000
237,000000;2,678000;0,000000
240,000000;2,678000;0,000000
