0	414.917
10	384.958
20	460.792
30	407.583
40	374.375
50	415.25
60	421.833
70	446.25
80	457.167
90	532
100	499.667
110	492.333
120	541.458
130	567.75
140	527.417
150	558.875
160	565.333
170	644.625
180	596.125
190	621.917
200	667.542
210	609.542
220	684.083
230	724.917
240	691.792
250	667.667
260	712.458
270	707.583
280	703.792
290	686.958
300	682.708
310	636.708
320	694.958
330	753.792
340	799.875
350	709.875
360	722.292
370	778.958
380	779.375
390	689.792
400	719
410	750.667
420	728.125
430	700.25
440	684.792
450	737.25
460	765.167
470	775.792
480	790.5
490	723.833
500	786.208
