0	7115
10	7115
20	7122
30	7122
40	7115
50	7109
60	7042
70	6726
80	6521
90	6323
100	6137
110	5957
120	5782
130	5617
140	5530
150	5376
160	5230
170	5091
180	5030
190	4901
200	4780
210	4714
220	4598
230	4550
240	4448
250	4391
260	4295
270	4256
280	4206
290	4125
300	4089
310	4047
320	3974
330	3947
340	3908
350	3848
360	3824
370	3791
380	3768
390	3718
400	3690
410	3671
420	3644
430	3602
440	3588
450	3566
460	3552
470	3532
480	3521
490	3491
500	3475
510	3467
520	3451
530	3443
540	3429
550	3423
560	3407
570	3395
580	3392
590	3381
600	3379
610	3369
620	3367
630	3358
640	3348
650	3348
660	3340
670	3340
680	3334
690	3336
700	3328
710	3330
720	3324
730	3321
740	3322
750	3318
760	3321
770	3317
780	3320
790	3315
800	3320
810	3314
820	3314
830	3317
840	3312
850	3315
860	3311
870	3315
880	3311
890	3314
900	3309
910	3312
920	3312
930	3308
940	3312
950	3308
960	3312
970	3308
980	3312
990	3308
1000	3311
