0	6210.27
10	6491.44
20	6393.64
30	6161.37
40	6271.39
50	6552.57
60	244.499
70	158.924
80	268.949
90	207.824
100	220.049
110	256.724
120	378.973
130	73.3496
140	330.073
150	244.499
160	281.174
170	366.748
180	183.374
190	220.049
200	256.724
210	391.198
220	342.298
230	207.824
240	354.523
250	317.848
260	220.049
270	207.824
280	220.049
290	342.298
300	122.249
310	281.174
320	293.399
330	354.523
340	305.623
350	281.174
360	110.024
370	427.873
380	256.724
390	220.049
400	403.423
410	391.198
420	342.298
430	330.073
440	440.098
450	452.323
460	97.7995
470	232.274
480	268.949
490	281.174
500	342.298
510	293.399
520	268.949
530	342.298
540	488.998
550	195.599
560	183.374
570	317.848
580	525.672
590	586.797
600	427.873
610	440.098
620	342.298
630	452.323
640	464.548
650	268.949
660	281.174
670	220.049
680	207.824
690	525.672
700	317.848
710	403.423
720	232.274
730	562.347
740	488.998
750	220.049
760	525.672
770	195.599
780	476.773
790	586.797
800	391.198
810	268.949
820	354.523
830	415.648
840	537.897
850	525.672
860	623.472
870	525.672
880	366.748
890	256.724
900	342.298
910	403.423
920	330.073
930	586.797
940	501.222
950	440.098
960	330.073
970	440.098
980	440.098
990	464.548
1000	623.472
