0	512.208
10	463.208
20	454.667
30	436.208
40	472.667
50	514.125
60	490.5
70	503.417
80	425.5
90	380.875
100	366.292
110	343.375
120	336.292
130	285.083
140	242.708
150	236.917
160	168.833
170	104.125
180	115.833
190	92.5417
200	91.5833
210	104.083
220	106.833
230	95.875
240	43.2917
250	22.8333
260	22.9583
270	42.3333
280	17.5
290	0
300	25.125
310	2.70833
320	0
330	0
340	0
350	0
360	0
370	0
380	0
390	0
400	0
410	0
420	0
430	0
440	0
450	0
460	0
470	0
480	0
490	0
500	0
510	0
520	0
530	0
540	0
550	0
560	0
570	0
580	0
590	0
600	0
610	0
620	0
630	0
640	0
650	0
660	0
670	0
680	0
690	0
700	0
710	0
720	0
730	0
740	0
750	0
760	0
770	0
780	0
790	0
800	0
810	0
820	0
830	0
840	0
850	0
860	0
870	0
880	0
890	0
900	0
910	0
920	0
930	0
940	0
950	0
960	0
970	0
980	0
990	0
1000	0
