0	7115
10	7122
20	7109
30	7109
40	7109
50	7122
60	7022
70	6805
80	6596
90	6286
100	6097
110	5919
120	5836
130	5668
140	5506
150	5353
160	5204
170	5126
180	4990
190	4860
200	4804
210	4684
220	4621
230	4509
240	4464
250	4363
260	4310
270	4218
280	4180
290	4134
300	4054
310	4021
320	3980
330	3910
340	3883
350	3848
360	3789
370	3766
380	3736
390	3714
400	3687
410	3640
420	3621
430	3597
440	3581
450	3559
460	3524
470	3511
480	3491
490	3481
500	3464
510	3454
520	3430
530	3418
540	3412
550	3399
560	3395
570	3384
580	3379
590	3369
600	3357
610	3354
620	3345
630	3345
640	3336
650	3336
660	3330
670	3330
680	3322
690	3318
700	3320
710	3317
720	3318
730	3314
740	3315
750	3311
760	3312
770	3308
780	3305
790	3306
800	3302
810	3306
820	3302
830	3305
840	3301
850	3302
860	3299
870	3303
880	3298
890	3293
900	3296
910	3292
920	3295
930	3292
940	3296
950	3295
960	3298
970	3295
980	3296
990	3299
1000	3296
