0	7115
10	7109
20	7109
30	7109
40	7122
50	7122
60	7095
70	6762
80	6555
90	6355
100	6162
110	5980
120	5804
130	5639
140	5478
150	5411
160	5259
170	5119
180	4983
190	4911
200	4789
210	4734
220	4621
230	4559
240	4453
250	4409
260	4315
270	4263
280	4175
290	4141
300	4096
310	4021
320	3989
330	3951
340	3886
350	3860
360	3824
370	3801
380	3748
390	3718
400	3698
410	3671
420	3628
430	3610
440	3586
450	3573
460	3551
470	3539
480	3507
490	3488
500	3480
510	3464
520	3456
530	3440
540	3416
550	3412
560	3399
570	3395
580	3386
590	3381
600	3370
610	3367
620	3357
630	3346
640	3346
650	3339
660	3337
670	3330
680	3331
690	3325
700	3327
710	3321
720	3317
730	3317
740	3312
750	3315
760	3311
770	3314
780	3309
790	3312
800	3309
810	3308
820	3309
830	3306
840	3309
850	3303
860	3306
870	3303
880	3308
890	3303
900	3302
910	3306
920	3303
930	3306
940	3302
950	3305
960	3301
970	3305
980	3301
990	3305
1000	3305
