0	7109
10	7122
20	7122
30	7109
40	7109
50	7109
60	7002
70	6781
80	6573
90	6372
100	6177
110	5995
120	5818
130	5651
140	5490
150	5334
160	5252
170	5112
180	4973
190	4918
200	4792
210	4672
220	4606
230	4499
240	4453
250	4396
260	4300
270	4258
280	4171
290	4125
300	4089
310	4012
320	3972
330	3943
340	3877
350	3842
360	3816
370	3784
380	3729
390	3709
400	3680
410	3660
420	3616
430	3591
440	3576
450	3552
460	3539
470	3506
480	3488
490	3475
500	3459
510	3449
520	3435
530	3427
540	3409
550	3395
560	3390
570	3379
580	3375
590	3364
600	3361
610	3352
620	3342
630	3340
640	3333
650	3333
660	3325
670	3327
680	3321
690	3321
700	3315
710	3317
720	3315
730	3312
740	3315
750	3309
760	3312
770	3308
780	3309
790	3305
800	3306
810	3305
820	3301
830	3301
840	3298
850	3301
860	3298
870	3301
880	3298
890	3301
900	3298
910	3298
920	3301
930	3298
940	3302
950	3298
960	3301
970	3296
980	3299
990	3296
1000	3301
