0	7109
10	7122
20	7122
30	7122
40	7109
50	7109
60	7095
70	6799
80	6584
90	6388
100	6193
110	6009
120	5832
130	5664
140	5506
150	5353
160	5270
170	5126
180	4993
190	4934
200	4807
210	4740
220	4626
230	4515
240	4469
250	4414
260	4317
270	4275
280	4189
290	4143
300	4107
310	4032
320	3989
330	3959
340	3894
350	3858
360	3832
370	3778
380	3746
390	3725
400	3698
410	3678
420	3633
430	3609
440	3593
450	3571
460	3556
470	3522
480	3504
490	3493
500	3475
510	3467
520	3451
530	3427
540	3421
550	3409
560	3402
570	3392
580	3389
590	3378
600	3375
610	3363
620	3354
630	3352
640	3345
650	3343
660	3337
670	3337
680	3331
690	3333
700	3328
710	3324
720	3325
730	3320
740	3322
750	3318
760	3321
770	3317
780	3320
790	3317
800	3314
810	3315
820	3311
830	3312
840	3308
850	3312
860	3308
870	3311
880	3308
890	3305
900	3308
910	3305
920	3309
930	3306
940	3311
950	3306
960	3311
970	3306
980	3309
990	3309
1000	3305
